wav,label
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-604__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-637__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-584__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-142__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-11.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-572__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_room_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-330__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-01-02-23.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1034_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-13.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-413__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_hate_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1014_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000599.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-163__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-461__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1027_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-707__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-283__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-6__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-389__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-45__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-221__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1039_IOM_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1035_IWW_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-206__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-442__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-673__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1003_IWL_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1068_IWL_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-303__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1013_ITH_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-358__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000636.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-373__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-201__source_drama__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000466.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-01-02-07.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-619__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000518.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-92__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-614__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-669__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1026_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-11.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-628__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000572.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1029_TIE_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-20.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-478__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-232__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1089_IWW_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1043_WSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_mode_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-285__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-537__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-02.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-334__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1023_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-80__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-523__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-16__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-13.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-97__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-188__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1044_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-522__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-15.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1053_WSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-23.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1058_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-645__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1077_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-349__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-409__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-640__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-420__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-391__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_dodge_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-60__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-697__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-269__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-609__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1005_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-133__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-07.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-441__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-106__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-23.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-215__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-439__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-13.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-08.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-678__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-655__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-109__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1061_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1064_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-301__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-501__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-611__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1033_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-617__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-402__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-05.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1006_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000502.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-341__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-586__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_ITH_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-430__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-279__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-266__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-339__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000414.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000584.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-471__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0020_000490.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-197__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-91__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-357__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-09.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-528__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_MTI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-286__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-242__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1018_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-07.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-372__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-22.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-18__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-231__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-308__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_read_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-17__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_jug_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000504.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-192__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000364.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-118__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-100__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-75__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-1__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-108__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-438__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-258__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000683.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1048_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-01.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000562.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-306__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-454__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-167__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1026_TSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-25__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-248__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-685__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-649__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-401__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000682.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-324__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-176__source_drama__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-553__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-362__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1003_WSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000445.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-44__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-716__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-122__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1052_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1065_IOM_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1042_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0013_000615.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-456__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-20.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000556.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-49__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-235__source_drama__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-488__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-99__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1089_WSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-573__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1004_TIE_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-636__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000592.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-177__source_drama__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-220__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_beg_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-300__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-350__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_IEO_ANG_HI.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-219__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-603__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000567.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1085_DFA_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-73__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-511__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-431__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-642__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000544.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-403__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000466.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-103__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-518__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-370__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-20.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-490__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1085_WSI_ANG_XX.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-598__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-563__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-7__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-395__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-230__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-613__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-338__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-346__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-02-09.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-570__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-149__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-722__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000404.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-343__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-680__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-151__source_drama__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-632__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-559__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-719__source_movie__1__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000557.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-674__source_movie__0__angry_media.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_bath_angry.wav,train
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-12.wav,train
